time,msg
2020-07-05 06:10:24, Memory #0xe2 | Correctable ECC | Asserted
2020-07-05 06:58:25, Memory #0x80 | Correctable ECC | Asserted
2020-07-05 08:42:56, Memory CPU0E0_DIMM_Stat | Correctable ECC | Asserted
2020-07-05 08:43:16, Memory CPU0E0_DIMM_Stat | Correctable ECC | Asserted
2020-07-05 08:43:51, Memory CPU0E1_DIMM_Stat | Correctable ECC | Asserted
2020-07-05 08:56:50, Memory CPU0E0_DIMM_Stat | Correctable ECC | Asserted
2020-07-05 08:56:52, Memory CPU0E1_DIMM_Stat | Correctable ECC | Asserted
2020-07-05 15:48:18, Memory CPU0C0_DIMM_Stat | Correctable ECC | Asserted
2020-07-05 16:59:41, Memory CPU0C0_DIMM_Stat | Correctable ECC | Asserted
2020-07-05 16:59:56, Memory CPU0C0_DIMM_Stat | Correctable ECC | Asserted
2020-07-05 17:00:08, Memory CPU0C0_DIMM_Stat | Correctable ECC | Asserted
2020-07-05 17:01:37, Memory CPU0C0_DIMM_Stat | Correctable ECC | Asserted
2020-07-05 17:02:15, Memory CPU0C0_DIMM_Stat | Correctable ECC | Asserted
2020-07-05 18:06:20, Memory MEM_CHH0_Status | Uncorrectable ECC | Asserted
2020-07-05 20:26:49, Memory CPU0B1_DIMM_Stat | Correctable ECC | Asserted
2020-07-05 20:27:01, Memory CPU0C0_DIMM_Stat | Correctable ECC | Asserted
2020-07-05 20:27:57, Memory CPU0B1_DIMM_Stat | Correctable ECC | Asserted
2020-07-05 20:30:24, Memory CPU0B1_DIMM_Stat | Correctable ECC | Asserted
2020-07-05 20:31:06, Memory CPU0C0_DIMM_Stat | Correctable ECC | Asserted
2020-07-05 20:31:51, Memory CPU0B1_DIMM_Stat | Correctable ECC | Asserted
2020-07-05 20:32:26, Memory CPU0B1_DIMM_Stat | Correctable ECC | Asserted
2020-07-05 23:17:55, Memory #0x87 | Correctable ECC | Asserted
2020-07-06 01:55:48, LAN Link_Up | State Deasserted | Asserted
2020-07-06 02:00:48, Temperature MOC_DIMM1_Temp | State Asserted | Asserted
2020-07-06 02:48:50, System Event #0xff | Timestamp Clock Sync | Asserted
2020-07-06 03:08:34, Unknown CPU0 MCERR |  | Deasserted
2020-07-06 03:14:38, System Event Sys_Event | Timestamp Clock Sync | Asserted
2020-07-06 07:15:56, Temperature CPU1_Margin_Temp | Lower Critical going low  | Asserted | Reading -52 &lt; Threshold 0 degrees C
2020-07-06 07:17:09, Temperature CPU0_Margin_Temp | Lower Non-critical going low  | Deasserted | Reading 124 &lt; Threshold 1 degrees C
2020-07-06 07:17:53, Temperature CPU1_Margin_Temp | Lower Critical going low  | Asserted | Reading -4 &lt; Threshold 0 degrees C
2020-07-06 10:22:45, Microcontroller #0x3b | Transition to Running | Asserted
2020-07-06 10:29:18, System Boot Initiated | Initiated by power up | Asserted
2020-07-07 00:26:17, Memory Memory_Status | Correctable ECC | Asserted
2020-07-07 01:39:56, Memory DIMM020 | Presence Detected | Deasserted
2020-07-07 03:03:08, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-07-07 03:04:30, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-07-07 03:10:47, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-07-07 07:54:49, Memory DIMM021 | Presence Detected | Asserted
2020-07-07 07:54:49, Memory DIMM030 | Presence Detected | Asserted
2020-07-07 10:06:09, Memory | Correctable ECC | Asserted | CPU 0 DIMM 8
2020-07-07 10:06:40, Memory | Correctable ECC (@DIMM4A(CPU1)) | Asserted
2020-07-07 10:07:03, Memory | Correctable ECC (@DIMM4A(CPU1)) | Asserted
2020-07-07 10:07:26, Memory | Correctable ECC (@DIMM4A(CPU1)) | Asserted
2020-07-07 14:53:34, Power Supply PS4_Status | Predictive failure | Asserted
2020-07-07 15:16:50, Power Supply PS3_Status | Power Supply AC lost | Deasserted
2020-07-07 15:48:15, Unknown CPU0 MCERR |  | Asserted
2020-07-07 16:10:41, Drive Slot DISK54_Stat | Drive Present | Asserted
2020-07-07 16:16:24, Drive Slot / Bay DISK50_Stat | Drive Present | Asserted
2020-07-07 16:54:27, Processor CPU_CATERR | Uncorrectable machine check exception | Asserted
2020-07-07 16:54:49, System ACPI Power State #0x7d | S0/G0: working | Asserted
2020-07-07 19:49:10, Memory CPU0D0_DIMM_Stat | Correctable ECC | Asserted
2020-07-07 20:11:01, System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted
2020-07-07 20:26:10, System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted
2020-07-07 21:21:42, Memory #0xe2 | Correctable ECC | Asserted
2020-07-07 21:22:19, Memory #0xe2 | Correctable ECC | Asserted
2020-07-07 21:32:57, Memory CPU0B0_DIMM_Stat | Correctable ECC | Asserted
2020-07-07 21:33:03, Memory CPU0B0_DIMM_Stat | Correctable ECC | Asserted
2020-07-07 21:33:22, Memory CPU0B0_DIMM_Stat | Correctable ECC | Asserted
2020-07-07 21:33:50, Memory CPU0B0_DIMM_Stat | Correctable ECC | Asserted
2020-07-08 03:01:33, Memory #0x87 | Correctable ECC | Asserted
2020-07-08 03:57:22, System Event Sys_Event | Timestamp Clock Sync | Asserted
2020-07-08 05:58:22, Memory CPU0E0_DIMM_Stat | Correctable ECC | Asserted
2020-07-08 06:34:13, Memory #0xe2 | Correctable ECC | Asserted
2020-07-08 06:34:19, Memory #0xe2 | Correctable ECC | Asserted
2020-07-08 06:34:39, Memory #0xe2 | Correctable ECC | Asserted
2020-07-08 06:34:42, Memory #0xe2 | Correctable ECC | Asserted
2020-07-08 06:34:53, Memory #0xe2 | Correctable ECC | Asserted
2020-07-08 06:35:11, Memory #0xe2 | Correctable ECC | Asserted
2020-07-08 08:49:58, Unknown Chassis_control |  | Asserted
2020-07-08 09:38:26, Unknown Chassis_control |  | Asserted
2020-07-08 09:46:14, System Boot Initiated System_Restart | System Restart | Asserted
2020-07-08 10:16:02, Memory #0x5a | Presence Detected | Asserted
2020-07-08 11:47:51, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted
2020-07-08 15:59:06, Power Supply PS1_Status | Presence detected | Asserted
2020-07-08 16:12:37, Microcontroller/Coprocessor BMC_Boot_Up | Device Enabled | Asserted
2020-07-08 17:18:47, Processor CPU_CATERR | Uncorrectable machine check exception | Asserted
2020-07-08 17:18:51, Processor CPU_CATERR | Uncorrectable machine check exception | Asserted
2020-07-08 18:15:14, Processor CPU_CATERR |  | Asserted
2020-07-08 18:15:54, Processor CPU_CATERR |  | Asserted
2020-07-08 18:48:48, Memory #0xe2 | Correctable ECC logging limit reached | Asserted
2020-07-08 20:36:42, System Boot Initiated BIOS_Boot_UP | Initiated by hard reset | Asserted
2020-07-09 00:38:29, Memory CPU1E0_DIMM_Stat | Correctable ECC | Asserted
2020-07-09 06:24:15, Management Subsys Health System_Health | Sensor access degraded or unavailable | Deasserted
2020-07-09 07:35:10, Memory CPU0C0_DIMM_Stat | Correctable ECC | Asserted
2020-07-09 07:36:14, Memory CPU0C0_DIMM_Stat | Correctable ECC | Asserted
2020-07-09 07:42:13, Memory CPU0C0_DIMM_Stat | Correctable ECC | Asserted
2020-07-09 07:43:52, Memory CPU0C0_DIMM_Stat | Correctable ECC | Asserted
2020-07-09 08:18:32, Memory CPU0C0_DIMM_Stat | Correctable ECC | Asserted
2020-07-09 08:25:51, System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted
2020-07-09 08:30:17, Memory CPU0C0_DIMM_Stat | Correctable ECC | Asserted
2020-07-09 08:47:11, Memory CPU0C0_DIMM_Stat | Correctable ECC | Asserted
2020-07-09 08:47:55, Memory CPU0C0_DIMM_Stat | Correctable ECC | Asserted
2020-07-09 08:49:03, Memory CPU0C0_DIMM_Stat | Correctable ECC | Asserted
2020-07-09 09:09:09, Memory CPU0C0_DIMM_Stat | Correctable ECC | Asserted
2020-07-09 09:10:59, Memory CPU0C0_DIMM_Stat | Correctable ECC | Asserted
2020-07-09 09:11:30, Memory CPU0C0_DIMM_Stat | Correctable ECC | Asserted
2020-07-09 13:13:10, Memory #0xe2 | Correctable ECC logging limit reached | Asserted
2020-07-09 13:15:45, System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted
2020-07-09 13:23:24, Memory #0xe2 | Correctable ECC logging limit reached | Asserted
2020-07-09 15:27:08, Processor #0xfa | Configuration Error | Asserted
2020-07-09 15:32:20, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted
2020-07-09 15:40:20, Event Logging Disabled SEL_Status | Log area reset/cleared | Asserted
2020-07-09 17:52:30, Processor CPU0_Status | Configuration Error | Deasserted
2020-07-09 18:05:17, Memory CPU1E0_DIMM_Stat | Correctable ECC | Asserted
2020-07-09 18:14:14, Memory CPU1E0_DIMM_Stat | Correctable ECC | Asserted
2020-07-09 18:29:08, Memory CPU1E0_DIMM_Stat | Correctable ECC | Asserted
2020-07-09 19:11:56, Processor CPU1_Status | Configuration Error | Asserted
2020-07-09 19:31:11, Memory CPU1E0_DIMM_Stat | Uncorrectable ECC | Asserted
2020-07-09 19:57:47, Memory CPU1E0_DIMM_Stat | Correctable ECC | Asserted
2020-07-09 20:01:45, Memory CPU1E0_DIMM_Stat | Correctable ECC | Asserted
2020-07-09 20:14:29, Memory CPU1E0_DIMM_Stat | Correctable ECC | Asserted
2020-07-09 20:19:11, Memory #0x87 | Correctable ECC | Asserted
2020-07-09 21:01:55, Memory CPU1E0_DIMM_Stat | Correctable ECC | Asserted
2020-07-09 21:17:11, Processor CPU0_Status | Configuration Error | Asserted
2020-07-09 21:19:38, Processor CPU0_Status | Configuration Error | Deasserted
2020-07-09 22:20:45, Memory CPU1E0_DIMM_Stat | Correctable ECC | Asserted
2020-07-10 00:14:15, System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted
2020-07-10 00:25:51, Temperature CPU0_Temp | Upper Non-critical going high | Asserted | Reading 105
2020-07-10 00:26:00, Memory #0xf9 | Uncorrectable ECC | Asserted
2020-07-10 00:30:11, Memory #0xe2 | Uncorrectable ECC | Asserted
2020-07-10 03:34:23, Temperature CPU1_Margin_Temp | Lower Non-critical going low  | Deasserted | Reading 3
2020-07-10 04:38:46, System Boot Initiated #0xe0 | Initiated by hard reset | Asserted
2020-07-10 05:00:51, Memory CPU0B0_DIMM_Stat | Correctable ECC | Asserted
2020-07-10 05:57:40, Unknown CPU0 CATERR |  | Asserted
2020-07-10 06:49:51, Unknown CPU0 CATERR |  | Asserted
2020-07-10 07:14:03, Microcontroller #0x3b | Transition to Running | Asserted
2020-07-10 07:22:56, System Event Time_Stamp_Sync | Timestamp Clock Sync | Asserted
2020-07-10 07:46:40, Microcontroller #0x3b | Transition to Running | Asserted
2020-07-10 08:20:09, Unknown CPU0 CATERR |  | Asserted
2020-07-10 10:37:54, System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted
2020-07-10 11:34:56, Memory #0xf9 | Correctable ECC | Asserted
2020-07-10 13:49:13, Memory #0x87 | Correctable ECC | Asserted
2020-07-10 13:52:33, Memory #0x87 | Correctable ECC | Asserted
2020-07-10 14:07:39, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted
2020-07-10 14:22:08, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted
2020-07-10 14:26:37, Power Supply PS1_Status | Presence detected | Asserted
2020-07-10 14:38:42, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted
2020-07-10 20:23:02, Memory #0x87 | Correctable ECC | Asserted
2020-07-10 23:46:41, Processor CPU1_Status | Configuration Error | Asserted
2020-07-10 23:47:30, Processor CPU1_Status | Configuration Error | Asserted
2020-07-10 23:47:43, Processor CPU1_Status | Configuration Error | Asserted
2020-07-10 23:49:26, Memory CPU1A0_DIMM_Stat | Uncorrectable ECC | Asserted
2020-07-10 23:49:47, Memory CPU1A0_DIMM_Stat | Uncorrectable ECC | Asserted
2020-07-10 23:51:08, Memory CPU1A0_DIMM_Stat | Uncorrectable ECC | Asserted
2020-07-11 00:38:14, Version Change #0x8b | Hardware change detected | Asserted
2020-07-11 00:38:14, Memory #0xe2 | Memory Device Disabled | Asserted
2020-07-11 00:40:55, Processor CPU1_Status | Configuration Error | Asserted
2020-07-11 00:45:27, Processor CPU1_Status | Configuration Error | Asserted
2020-07-11 00:46:27, Processor CPU1_Status | Configuration Error | Asserted
2020-07-11 00:48:00, Memory CPU1A0_DIMM_Stat | Uncorrectable ECC | Asserted
2020-07-11 00:49:22, Memory CPU1A0_DIMM_Stat | Uncorrectable ECC | Asserted
2020-07-11 04:47:29, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-07-11 08:00:07, Memory MEM_CHA1_Status | Uncorrectable ECC | Asserted
2020-07-11 09:21:56, Memory #0xf9 | Correctable ECC | Asserted
2020-07-11 09:22:10, Memory #0xf9 | Correctable ECC | Asserted
2020-07-11 09:24:17, Memory #0xf9 | Correctable ECC | Asserted
2020-07-11 09:26:54, Memory #0xf9 | Correctable ECC | Asserted
2020-07-11 10:14:02, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted
2020-07-11 10:40:21, Memory #0xf9 | Correctable ECC | Asserted
2020-07-11 10:40:50, Memory #0xf9 | Correctable ECC | Asserted
2020-07-11 11:37:56, Processor CPU1_Status | Configuration Error | Asserted
2020-07-11 15:43:05, Drive Slot / Bay BP2_HDD9_Status | Drive Present | Asserted
2020-07-11 15:43:08, Drive Slot / Bay BP3_HDD12_Status | Drive Present | Asserted
2020-07-11 15:43:09, Drive Slot / Bay BP3_HDD26_Status | Drive Present | Asserted
2020-07-11 15:43:11, Drive Slot / Bay BP4_HDD14_Status | Drive Present | Asserted
2020-07-11 15:43:11, Drive Slot / Bay BP4_HDD10_Status | Drive Present | Asserted
2020-07-11 15:56:32, Drive Slot #0x42 | Drive Present | Asserted
2020-07-11 18:28:01, Power Supply FPGA_PG | Failure detected | Asserted
2020-07-12 01:48:30, Memory CPU0F0_DIMM_Stat | Correctable ECC | Asserted
2020-07-12 02:08:12, Microcontroller #0x16 | Transition to Running | Asserted
2020-07-12 13:28:36, Processor CPU1_Status | Configuration Error | Deasserted
2020-07-12 18:13:54, Processor #0x74 | Configuration Error | Asserted
2020-07-13 00:06:52, Temperature CPU1_Margin_Temp | Lower Critical going low  | Asserted | Reading 0 &lt; Threshold 0 degrees C
2020-07-13 00:08:30, Temperature Temp_DIMM_KLM | Upper Non-critical going high | Asserted | Reading 93 &gt; Threshold 84 degrees C
2020-07-13 00:11:05, Temperature Temp_DIMM_DEF | Upper Non-critical going high | Deasserted | Reading 62 &gt; Threshold 84 degrees C
2020-07-13 00:14:21, Temperature DIMMG1_Temp | Upper Critical going high | Asserted | Reading 121 &gt; Threshold 85 degrees C
2020-07-13 00:18:08, Temperature Temp_DIMM_KLM | Upper Non-critical going high | Deasserted | Reading 81 &gt; Threshold 84 degrees C
2020-07-13 00:22:47, Temperature Temp_DIMM_DEF | Upper Critical going high | Asserted | Reading 118 &gt; Threshold 85 degrees C
2020-07-13 00:27:36, Temperature DIMMG1_Temp | Upper Non-critical going high | Asserted | Reading 105 &gt; Threshold 84 degrees C
2020-07-13 00:27:46, Temperature Temp_DIMM_DEF | Upper Non-critical going high | Deasserted | Reading 74 &gt; Threshold 84 degrees C
2020-07-13 03:44:59, System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted
2020-07-13 04:06:58, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted
2020-07-13 05:53:01, Memory #0xe2 | Correctable ECC | Asserted
2020-07-13 08:12:00, Memory #0x87 | Correctable ECC | Asserted
2020-07-13 09:32:57, Processor CPU_CATERR | Uncorrectable machine check exception | Asserted
2020-07-13 09:33:04, Processor CPU_CATERR | Uncorrectable machine check exception | Asserted
2020-07-13 12:11:07, System Boot Initiated #0xe0 | Initiated by power up | Asserted
2020-07-13 14:13:20, Memory CPU0D1_DIMM_Stat | Correctable ECC | Asserted
2020-07-13 18:38:06, Microcontroller #0x16 | Transition to Running | Asserted
2020-07-13 23:48:32, Memory CPU1D1_DIMM_Stat | Correctable ECC | Asserted
2020-07-14 00:41:32, OS Boot #0xe9 | boot completed - device not specified | Asserted
2020-07-14 04:25:59, Processor CPU1_Status | Configuration Error | Asserted
2020-07-14 08:47:39, Microcontroller #0x3b | Transition to Running | Asserted
2020-07-14 08:47:39, System Boot Initiated | Initiated by power up | Asserted
2020-07-14 09:39:19, Watchdog 2 IPMI Watchdog | Power cycle | Asserted
2020-07-14 09:52:52, Microcontroller #0x3b | Transition to Running | Asserted
2020-07-14 09:52:53, System Event #0xff | Timestamp Clock Sync | Asserted
2020-07-14 14:29:12, Temperature DIMMG0_Temp | Upper Critical going high | Deasserted | Reading 51 &gt; Threshold 85 degrees C
2020-07-14 16:15:17, Memory #0xe2 | Correctable ECC logging limit reached | Asserted
2020-07-14 18:05:33, Memory #0x87 | Correctable ECC | Asserted
2020-07-14 21:27:48, Memory CPU0A0_DIMM_Stat | Correctable ECC | Asserted
2020-07-14 22:01:08, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted
2020-07-14 23:08:15, Memory CPU1F0_DIMM_Stat | Correctable ECC | Asserted
2020-07-14 23:08:22, Memory CPU1F0_DIMM_Stat | Correctable ECC | Asserted
2020-07-14 23:08:53, Memory CPU1F0_DIMM_Stat | Correctable ECC | Asserted
2020-07-14 23:09:27, Memory CPU1F0_DIMM_Stat | Correctable ECC | Asserted
2020-07-14 23:10:34, Memory CPU1F0_DIMM_Stat | Correctable ECC | Asserted
2020-07-14 23:10:46, Memory CPU1F0_DIMM_Stat | Correctable ECC | Asserted
2020-07-14 23:11:06, Memory CPU1F0_DIMM_Stat | Correctable ECC | Asserted
2020-07-14 23:11:29, Memory CPU1F0_DIMM_Stat | Correctable ECC | Asserted
2020-07-14 23:49:53, Memory #0xf9 | Correctable ECC | Asserted
2020-07-15 00:18:39, Memory #0x87 | Correctable ECC | Asserted
2020-07-15 00:18:43, Memory #0x87 | Correctable ECC | Asserted
2020-07-15 00:29:35, Memory #0xf9 | Correctable ECC | Asserted
2020-07-15 01:43:46, Memory #0xf9 | Correctable ECC | Asserted
2020-07-15 01:53:14, Memory #0xf9 | Correctable ECC | Asserted
2020-07-15 02:34:08, Processor CPU_CATERR | Uncorrectable machine check exception | Asserted
2020-07-15 02:34:41, System ACPI Power State #0x7d | S0/G0: working | Asserted
2020-07-15 02:56:35, Memory #0xf9 | Correctable ECC | Asserted
2020-07-15 03:38:09, Temperature CPU0_Margin_Temp | Lower Critical going low  | Deasserted | Reading 100 &lt; Threshold 0 degrees C
2020-07-15 03:40:03, Temperature CPU0_Margin_Temp | Lower Critical going low  | Asserted | Reading -32 &lt; Threshold 0 degrees C
2020-07-15 04:40:10, Memory #0xf9 | Correctable ECC | Asserted
2020-07-15 04:41:13, Memory #0xf9 | Correctable ECC | Asserted
2020-07-15 05:13:22, Memory #0xf9 | Correctable ECC | Asserted
2020-07-15 05:18:42, Memory #0xf9 | Correctable ECC | Asserted
2020-07-15 05:33:51, Memory #0xf9 | Correctable ECC | Asserted
2020-07-15 05:40:05, Memory #0xf9 | Correctable ECC | Asserted
2020-07-15 05:45:29, Memory #0x87 | Correctable ECC | Asserted
2020-07-15 06:37:14, Memory #0xf9 | Uncorrectable ECC | Asserted
2020-07-15 06:57:02, Memory #0xf9 | Correctable ECC | Asserted
2020-07-15 07:01:55, Unknown #0x17 |  | Asserted
2020-07-15 07:18:48, Memory #0xf9 | Correctable ECC | Asserted
2020-07-15 07:29:25, Memory #0xf9 | Correctable ECC | Asserted
2020-07-15 07:34:50, Processor #0xfa | Configuration Error | Asserted
2020-07-15 07:46:14, Memory #0xf9 | Correctable ECC | Asserted
2020-07-15 08:28:52, Memory #0xf9 | Correctable ECC | Asserted
2020-07-15 08:35:25, Memory #0xf9 | Correctable ECC | Asserted
2020-07-15 09:02:49, Memory #0xf9 | Correctable ECC | Asserted
2020-07-15 09:05:43, Memory #0xf9 | Correctable ECC | Asserted
2020-07-15 10:47:23, Unknown Chassis_control |  | Asserted
2020-07-15 11:34:15, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted
2020-07-15 11:40:46, Processor #0xfa | Configuration Error | Asserted
2020-07-15 12:49:21, Memory #0xf9 | Correctable ECC | Asserted
2020-07-15 13:02:19, Memory #0xf9 | Correctable ECC | Asserted
2020-07-15 13:29:55, Microcontroller #0x16 | Transition to Running | Asserted
2020-07-15 14:07:30, Processor CPU0_Status | Configuration Error | Deasserted
2020-07-15 14:08:22, Processor CPU_CATERR |  | Asserted
2020-07-15 14:08:43, Processor CPU_CATERR |  | Asserted
2020-07-15 14:08:47, Processor CPU_CATERR |  | Asserted
2020-07-15 14:09:11, Processor CPU_CATERR |  | Asserted
2020-07-15 14:09:33, Processor CPU_CATERR |  | Asserted
2020-07-15 15:10:30, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted
2020-07-15 15:37:31, Power Supply PS4_Status | Presence detected | Asserted
2020-07-15 16:24:46, Memory | Correctable ECC | Asserted | CPU 0 DIMM 8
2020-07-15 16:25:27, Processor CPU0_Status | Presence detected | Asserted
2020-07-15 16:25:27, Processor CPU3_Status | Presence detected | Asserted
2020-07-15 16:38:24, System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted
2020-07-15 16:45:20, Processor PROC_Hot | State Asserted | Asserted
2020-07-15 16:48:08, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted
2020-07-15 17:06:44, Temperature CPU1_Margin_Temp | Lower Critical going low  | Asserted | Reading 1
2020-07-15 17:10:03, Processor PROC_Hot | State Asserted | Asserted
2020-07-15 17:12:49, Processor PROC_Hot | State Deasserted | Asserted
2020-07-15 18:31:07, Memory #0xf9 | Correctable ECC | Asserted
2020-07-15 19:48:59, Memory #0xe2 | Correctable ECC | Asserted
2020-07-15 21:12:08, Memory #0xe2 | Correctable ECC | Asserted
2020-07-15 23:00:56, Processor CPU_CATERR | Uncorrectable machine check exception | Asserted
2020-07-16 00:39:53, Processor CPU0_Status | Uncorrectable machine check exception | Deasserted
2020-07-16 02:26:20, Memory #0xf9 | Correctable ECC | Asserted
2020-07-16 02:26:21, Memory #0xf9 | Correctable ECC | Asserted
2020-07-16 05:38:23, Temperature CPU0 DIMM0 Temp | Upper Non-critical going high | Asserted | Reading 83 &gt; Threshold 83 degrees C
2020-07-16 07:39:49, Microcontroller/Coprocessor #0x16 | Transition to Running | Asserted
2020-07-16 11:10:53, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-07-16 11:12:29, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-07-16 11:13:59, Microcontroller BMC_Boot_Up | Device Enabled | Asserted
2020-07-16 11:18:58, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-07-16 11:19:00, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-07-16 11:20:52, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-07-16 13:35:22, Power Unit Pwr Unit Status | Power off/down | Asserted
2020-07-16 13:41:07, Memory #0xe2 | Correctable ECC | Asserted
2020-07-16 13:44:39, Memory #0xe2 | Correctable ECC | Asserted
2020-07-16 13:44:40, Memory #0xe2 | Correctable ECC | Asserted
2020-07-16 14:38:03, System Boot Initiated | Initiated by power up | Asserted
2020-07-16 14:39:46, Memory #0x97 | Correctable ECC | Asserted
2020-07-16 15:17:11, System Boot Initiated | Initiated by power up | Asserted
2020-07-16 15:23:11, Watchdog 2 IPMI Watchdog | Power cycle | Asserted
2020-07-16 15:29:42, Watchdog 2 IPMI Watchdog | Power cycle | Asserted
2020-07-16 15:41:23, Power Supply PS1_Status | Failure detected | Asserted
2020-07-16 15:49:17, Watchdog 2 IPMI Watchdog | Power cycle | Asserted
2020-07-16 16:09:48, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted
2020-07-16 16:11:23, Memory CPU0_C4D0 | Correctable ECC | Asserted
2020-07-16 16:25:59, Memory CPU0_C4D0 | Correctable ECC | Asserted
2020-07-16 16:26:38, Memory CPU0_C4D0 | Correctable ECC | Asserted
2020-07-16 16:27:44, Memory CPU0_C4D0 | Correctable ECC | Asserted
2020-07-16 16:29:48, Power Supply PSU0_Status | Presence detected | Asserted
2020-07-16 16:37:27, Processor CPU_CATERR | State Asserted | Asserted
2020-07-16 16:44:56, Memory CPU0_C4D0 | Correctable ECC | Asserted
2020-07-16 16:45:17, Memory CPU0_C4D0 | Correctable ECC | Asserted
2020-07-16 17:01:00, Power Unit Pwr Unit Status | Power off/down | Asserted
2020-07-16 18:24:00, Memory CPU0E0_DIMM_Stat | Correctable ECC | Asserted
2020-07-16 18:24:11, Memory CPU0E0_DIMM_Stat | Correctable ECC | Asserted
2020-07-16 19:20:12, Memory CPU1B1_DIMM_Stat | Correctable ECC | Asserted
2020-07-16 19:20:16, Memory CPU1B1_DIMM_Stat | Correctable ECC | Asserted
2020-07-17 00:14:29, System Event #0x10 | Timestamp Clock Sync | Asserted
2020-07-17 05:08:16, Memory #0xe2 | Correctable ECC logging limit reached | Asserted
2020-07-17 06:37:31, Processor CPU0_Status | Configuration Error | Asserted
2020-07-17 08:30:45, Memory #0x80 | Correctable ECC | Asserted
2020-07-17 11:38:23, Memory CPU1A1_DIMM_Stat | Correctable ECC | Asserted
2020-07-17 14:17:42, Memory #0x80 | Correctable ECC | Asserted
2020-07-17 14:47:24, Temperature DIMMG1_Temp | Upper Non-critical going high | Asserted | Reading 121 &gt; Threshold 84 degrees C
2020-07-17 16:12:08, Power Supply PS1_Status | Presence detected | Asserted
2020-07-17 19:09:43, Memory CPU0F0_DIMM_Stat | Correctable ECC | Asserted
2020-07-17 19:57:07, Memory #0xe2 | Correctable ECC logging limit reached | Asserted
2020-07-17 21:15:42, Memory | Correctable ECC (@DIMM4A(CPU1)) | Asserted
2020-07-17 21:20:28, Memory | Correctable ECC | Asserted | CPU 0 DIMM 8
2020-07-17 21:24:58, Memory | Correctable ECC (@DIMM4A(CPU1)) | Asserted
2020-07-17 22:52:53, Memory #0xe2 | Correctable ECC logging limit reached | Asserted
2020-07-18 02:47:53, Memory CPU1E0_DIMM_Stat | Correctable ECC | Asserted
2020-07-18 03:01:09, Memory CPU1E0_DIMM_Stat | Correctable ECC | Asserted
2020-07-18 03:01:14, Memory CPU1E0_DIMM_Stat | Correctable ECC | Asserted
2020-07-18 03:01:49, Memory CPU1E0_DIMM_Stat | Correctable ECC | Asserted
2020-07-18 04:22:54, Temperature CPU1_Temp | Upper Critical going high | Deasserted | Reading 85
2020-07-18 06:53:06, Memory CPU1E0_DIMM_Stat | Correctable ECC | Asserted
2020-07-18 11:31:55, System Boot Initiated System Restart | System Restart | Asserted
2020-07-18 13:22:01, Temperature CPU1_Margin_Temp | Lower Critical going low  | Asserted | Reading -28 &lt; Threshold 0 degrees C
2020-07-18 13:23:59, Temperature DIMMG1_Temp | Upper Non-critical going high | Asserted | Reading 121 &gt; Threshold 84 degrees C
2020-07-18 13:41:38, Memory #0x87 | Correctable ECC | Asserted
2020-07-18 14:09:06, Memory DIMM111 | Presence Detected | Asserted
2020-07-18 14:24:09, Memory CPU1B0_DIMM_Stat | Correctable ECC | Asserted
2020-07-18 15:03:12, Drive Slot / Bay NVME1_Status | Drive Present | Asserted
2020-07-18 15:04:17, Processor CPU0_Status | Configuration Error | Asserted
2020-07-18 15:19:06, Microcontroller #0x16 | Transition to Running | Asserted
2020-07-18 16:05:41, System Firmwares #0xe1 | Unknown Error | Asserted
2020-07-18 16:12:01, Microcontroller BMC_Boot_Up | Device Enabled | Asserted
